molecule_id,original_smiles,fragment_smiles,dealed_smiles
495,[*]N1CCN(CC1)C2=CC=C(C=C2)NC(=O)C3=CN=C(N=C3)OC4=CC=CC=C4,*N1CCNCC1,O=C(Nc1ccc(N2CC[NH:1]CC2)cc1)c1cnc(Oc2ccccc2)nc1
496,[*]C(=O)CC[C@@H](C(=O)NC1=CC=CC(=C1)NC2=NC=C(C=N2)NC(=O)C3=C(C=CC(=C3)NC(=O)C4=CC(=CC=C4)C(F)(F)F)C)NC(=O)CC,*C(C)=O,CCC(=O)N[C@@H](CCC(=O)[OH:1])C(=O)Nc1cccc(Nc2ncc(NC(=O)c3cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc3C)cn2)c1
497,[*]N1CCN(CC1)CC2=CC=C(C=C2)NC(=O)C3=C(C=NN3)NC4=NC=NC5=C4C=CN5,*N1CCNCC1,O=C(Nc1ccc(CN2CC[NH:1]CC2)cc1)c1[nH]ncc1Nc1ncnc2[nH]ccc12
498,[*]C1=CC=C(C=C1)C2=CC3=C(NC=C3C(=O)C4=C(C=CC(=C4F)NS(=O)(=O)CCC)F)N=C2,*c1ccccc1,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc([Br:1])cc4)cc23)c1F
499,[*]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(N=C3)C#N)C(F)(F)F)(C)C,*c1ccccc1,CC1(C)[C@H](NC(=O)c2ccc([Br:1])cc2)C(C)(C)[C@H]1Oc1cnc(C#N)c(C(F)(F)F)c1
500,[*]C1=CC=C(C=C1)OC2=CC=CC(=C2)C(=O)N(C)CC3=CC(=NC=C3)C4CCN(CC4)CCNC,*c1ccccc1,CNCCN1CCC(c2cc(CN(C)C(=O)c3cccc(Oc4ccc([Br:1])cc4)c3)ccn2)CC1
501,[*]C1=C(C=C(C=C1OC)C2=CN(C(=O)C(=C2C)C)C)OC,*c1ccccc1,COc1cc(-c2cn(C)c(=O)c(C)c2C)cc(OC)c1[Br:1]
502,[*]NC(=O)C1=CC=CC(=C1)C2=CC(=NC=N2)NC3=CC=C(C=C3)OC(F)(F)F,*NC=O,O=C(c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1)[OH:1]
503,[*]N1C=C(N=N1)CCC(=O)N2CCN(CC2)CC3=CC=C(C=C3)C4=CC(=C(C(=C4)N(CC)C5CCOCC5)C)C(=O)NCC6=C(C=C(NC6=O)C)C,*n1ccnn1,CCN(c1cc(-c2ccc(CN3CCN(C(=O)CCc4c[n:1]nn4)CC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1
504,[*]C1=CC=C(C=C1)C(=O)NCCCCCCC(=O)NO,*c1ccccc1,O=C(CCCCCCNC(=O)c1ccc([Br:1])cc1)NO
505,[*]C(=O)COC1=CC=CC(=C1)[C@@H](CCC2=CC(=C(C=C2)OC)OC)OC(=O)[C@@H]3CCCCN3C(=O)[C@@H](CC)C4=CC(=C(C(=C4)OC)OC)OC,*C(C)=O,CC[C@H](C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCc1ccc(OC)c(OC)c1)c1cccc(OCC(=O)[OH:1])c1)c1cc(OC)c(OC)c(OC)c1
506,[*]N1CCC2(CC1)C[C@@H](N(C2)C3=CC(=C(C=C3)C#N)Cl)CC,*N1CCC2(CCNC2)CC1,CC[C@H]1CC2(CC[NH:1]CC2)CN1c1ccc(C#N)c(Cl)c1
507,[*]C1=C(C(=CC=C1)F)C(=O)NC(=O)NC2C3=CC=CC=C3C4=CC=CC=C24,*c1ccccc1,O=C(NC(=O)c1c(F)cccc1[Br:1])NC1c2ccccc2-c2ccccc21
508,[*]C1=CC(=C(C=C1)N2C(=O)[C@H]3[C@@H]4C[C@H]([C@H]3C2=O)C=C4)C,*c1ccccc1,Cc1cc([Br:1])ccc1N1C(=O)[C@@H]2[C@H](C1=O)[C@@H]1C=C[C@H]2C1
509,[*]C1=CC(=CC=C1)C2=NC3=C(C=C2)N=C(N3C4=CC=C(C=C4)C5(CCC5)N)C6=C(N=CC=C6)N,*c1ccccc1,Nc1ncccc1-c1nc2ccc(-c3cccc([Br:1])c3)nc2n1-c1ccc(C2(N)CCC2)cc1
510,[*]N1CCN(CC1)C2CCN(CC2)C3=CC4=C(C=C3CC)C(=O)C5=C(C4(C)C)NC6=C5C=CC(=C6)C#N,*N1CCNCC1,CCc1cc2c(cc1N1CCC(N3CC[NH:1]CC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O
511,[*]C1=CC(=NC(=N1)NC2=CC=C(C=C2)CC#N)NC3=NNC=C3CC,*c1ccncn1,CCc1c[nH]nc1Nc1cc([Br:1])nc(Nc2ccc(CC#N)cc2)n1
512,[*]C(=O)[C@H](CCC(=O)O)NC(=O)C1=CC=C(C=C1)N(C)CC2=CN=C3C(=N2)C(=NC(=N3)N)N,*C(C)=O,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)[OH:1])cc1
513,[*]NC(=O)C1=C(OC=N1)C2=CC(=C(C=C2)OC)Cl,*NC=O,COc1ccc(-c2ocnc2C(=O)[OH:1])cc1Cl
514,[*]C(=O)CCCCCCCCCCCNC(=O)NC12CC3CC(C1)CC(C3)C2,*C(C)=O,O=C(NCCCCCCCCCCCC(=O)[OH:1])NC12CC3CC(CC(C3)C1)C2
515,[*]C1=CC(=CC=C1)C2=CC(=NC=N2)NC3=CC=C(C=C3)OC(F)(F)F,*c1ccccc1,FC(F)(F)Oc1ccc(Nc2cc(-c3cccc([Br:1])c3)ncn2)cc1
516,[*]N1CCN(CC1)CC2=CC(=C(C=C2OC)C3=CN(C(=O)C4=C3C=CN=C4)C)OC,*N1CCNCC1,COc1cc(-c2cn(C)c(=O)c3cnccc23)c(OC)cc1CN1CC[NH:1]CC1
517,[*]N1CCC(CC1)N2C=C3C=C(C(=CC3=N2)OC)NC(=O)C4=NC(=CC=C4)C(F)(F)F,*N1CCCCC1,COc1cc2nn(C3CC[NH:1]CC3)cc2cc1NC(=O)c1cccc(C(F)(F)F)n1
518,[*]OC1=CC2=NC=CC(=C2C=C1S(=O)(=O)C(C)(C)C)NC3=CC4=C(C=C3)SC=N4,*O,CC(C)(C)S(=O)(=O)c1cc2c(Nc3ccc4scnc4c3)ccnc2cc1[OH:1]
519,[*]C(=O)N1CCN(CC1)[C@H]2CC[C@H](CC2)NC3=NC=NN4C3=C(C=C4)C(C)C,*C(=O)N1CCNCC1,CC(C)c1ccn2ncnc(N[C@H]3CC[C@@H](N4CCN(C(=O)[OH:1])CC4)CC3)c12
520,[*]C1=CC=C(C=C1)C(=O)N2CCC(CC2)OC3=CC(=C(C=C3)C#N)Cl,*c1ccccc1,N#Cc1ccc(OC2CCN(C(=O)c3ccc([Br:1])cc3)CC2)cc1Cl
521,[*]OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)OC[C@@H](CCl)O,*O,CC(C)(c1ccc(OC[C@H](O)CCl)cc1)c1ccc([OH:1])cc1
522,[*]N1CCN(CC1)C(=O)C2=CC=C(C=C2)NC3=NC(=CN(C3=O)C)C4=C(C(=CC=C4)NC(=O)C5=CC=C(C=C5)C(C)(C)C)C,*N,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1cn(C)c(=O)c(Nc2ccc(C(=O)N3CC[NH:1]CC3)cc2)n1
523,[*]N1C2=CC=CC=C2N=C(C1=O)C3=CC=C(C=C3)C(=O)NCC4=CN=CC=C4,*n1ccnc2ccccc21,O=C(NCc1cccnc1)c1ccc(-c2nc3ccccc3[n:1]c2=O)cc1
524,[*]N1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)NC(=O)NCC3=CN=CC=C3,*N1CCNCC1,O=C(NCc1cccnc1)Nc1ccc(S(=O)(=O)N2CC[NH:1]CC2)cc1
525,[*]NCCOC1=CC=C(C=C1)NC2=NC=C3C=C(C(=O)N(C3=N2)C)C4=C(C=CC=C4Cl)Cl,*N,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(OCC[NH2:1])cc3)nc21
526,[*]C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,*c1ccnc1,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1[Br:1]
527,[*]C1CCN(CC1)C2=CC3=C(C=C2CC)C(=O)C4=C(C3(C)C)NC5=C4C=CC(=C5)C#N,*C1CCNCC1,CCc1cc2c(cc1N1CCC([Br:1])CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O
528,[*]N1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C4C(=N3)N(C(=N4)NC5=CC=CC=C5)[C@H]6CCCN(C6)C(=O)C=C,*N1CCNCC1,C=CC(=O)N1CCC[C@H](n2c(Nc3ccccc3)nc3cnc(Nc4ccc(N5CC[NH:1]CC5)cc4)nc32)C1
529,[*]OC1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C5=CC=CC=C5C(=O)N4C)C)OC,*O,COc1cc(N2CCC([OH:1])CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C
530,[*]C1=CC=C(C=C1)COC2=C(C=CC(=C2)C(=O)O)OC,*c1ccccc1,COc1ccc(C(=O)O)cc1OCc1ccc([Br:1])cc1
531,[*]OC1=C(C=C2C(=C1)N=CN=C2N[C@H](C)C3=CC=CC=C3)OC,*O,COc1cc2c(N[C@H](C)c3ccccc3)ncnc2cc1[OH:1]
532,[*]C(=O)C1CCCCN1CC2=CC(=C(C=C2OCC3=CC(=CC=C3)C#N)OCC4=C(C(=CC=C4)C5=CC=CC=C5)C)Cl,*C(=O)C1CCCCN1,Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CN3CCCCC3C(=O)[OH:1])cc2Cl)cccc1-c1ccccc1
533,[*]C1=NC=C(C=N1)C2=CC3=C(NC=C3C(=O)C4=C(C=CC(=C4F)NS(=O)(=O)N5CC[C@H](C5)F)F)N=C2,*c1ncccn1,O=C(c1c(F)ccc(NS(=O)(=O)N2CC[C@@H](F)C2)c1F)c1c[nH]c2ncc(-c3cnc([Br:1])nc3)cc12
534,[*]S(=O)(=O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=C(NC3=O)N)O)O,*[SH](=O)=O,Nc1nc2c(ncn2[C@@H]2O[C@H](COS(=O)(=O)[OH:1])[C@@H](O)[C@H]2O)c(=O)[nH]1
535,[*]C(=O)NC1=CC2=C(C=C1)N(C(=N2)C)CC3=C(C=C(C=C3)C(=O)NO)F,*C(N)=O,Cc1nc2cc([NH2:1])ccc2n1Cc1ccc(C(=O)NO)cc1F
536,[*]N1CCN(CC1)CC#CC2=CC(=C(C=C2)OCCCC3=C(N=C(S3)N4CCC5=C(C4)C(=CC=C5)C(=O)NC6=NC7=CC=CC=C7S6)C(=O)O)F,*N1CCNCC1,O=C(Nc1nc2ccccc2s1)c1cccc2c1CN(c1nc(C(=O)O)c(CCCOc3ccc(C#CCN4CC[NH:1]CC4)cc3F)s1)CC2
537,[*]OC1=C(C=C(C=C1)C2=CN(C(=O)C3=C2C=CN=C3)CCCC)OC,*O,CCCCn1cc(-c2ccc([OH:1])c(OC)c2)c2ccncc2c1=O
538,[*]N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C5=CC=CC=C5C(=O)N4C)C)OC,*N1CCNCC1,COc1cc(N2CC[NH:1]CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C
539,[*]C1=NC(=CC=C1)[C@H](C)NC(=O)C2=CN=C3C(=C2)C=CC=C3C4=CC=C(C=C4)C(F)(F)F,*c1ccccn1,C[C@H](NC(=O)c1cnc2c(-c3ccc(C(F)(F)F)cc3)cccc2c1)c1cccc([Br:1])n1
540,[*]P(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=[N+](C3=C2N=C(NC3=O)N)CC4=CC=C(C=C4)F)O)O,*P,Nc1nc2c(c(=O)[nH]1)[n+](Cc1ccc(F)cc1)cn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)[OH:1])[C@@H](O)[C@H]1O
541,[*]C1=CC=C(C=C1)C2=CC3=C(C=C(C=C3)O)OC2=O,*c1ccccc1,O=c1oc2cc(O)ccc2cc1-c1ccc([Br:1])cc1
542,[*]OC1=C(SC(=N1)C2=CC(=NC=C2)NC(=O)C3CC3)C(=O)NC,*O,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1[OH:1]
543,[*]C(=O)[C@H](CC1=CC(=C(C=C1)O)O)N,*C(C)=O,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)[OH:1]
544,[*]C(=O)CCCCCCOC1=C(C=CC2=C1OC(=O)C=C2NC3=C(C=NC=C3Cl)Cl)OC,*C(C)=O,COc1ccc2c(Nc3c(Cl)cncc3Cl)cc(=O)oc2c1OCCCCCCC(=O)[OH:1]
545,[*]N1CCN(CC1)CCCOC2=C(C=C3C(=C2)C(=NC=N3)NC4=CC(=C(C=C4)F)Cl)OC,*N1CCNCC1,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CC[NH:1]CC1
546,[*]C(=O)C1=C(C=CC(=C1)CC2=NNC(=O)C3=CC=CC=C32)F,*C,O=C([Br:1])c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F
547,[*]C1=NN=C(O1)C2=CN=C3N2C=C(C=C3)C4=CC(=C(N=C4)OC)NS(=O)(=O)C5=C(C=C(C=C5)F)F,*c1nnco1,COc1ncc(-c2ccc3ncc(-c4nnc([Br:1])o4)n3c2)cc1NS(=O)(=O)c1ccc(F)cc1F
548,[*]NC1=NN(C(=N1)N)C2=NN=C(C=C2)C3=CC=CC=C3,*N,Nc1nc([NH2:1])nn1-c1ccc(-c2ccccc2)nn1
549,[*]OC1=CC2=C(C=C1)N=C(S2)C3=CC=C(C=C3)N(C)C,*O,CN(C)c1ccc(-c2nc3ccc([OH:1])cc3s2)cc1
550,[*]C1=CC=C(C=C1)CN2CCN(CC2)S(=O)(=O)C3=CC=C(C=C3)NC(=S)NCC4=CN=CC=C4,*c1ccccc1,O=S(=O)(c1ccc(NC(=S)NCc2cccnc2)cc1)N1CCN(Cc2ccc([Br:1])cc2)CC1
551,[*]C1=CC(=CC=C1)CN2CCN(CC2)S(=O)(=O)C3=CC=C(C=C3)NC(=S)NCC4=CN=CC=C4,*c1ccccc1,O=S(=O)(c1ccc(NC(=S)NCc2cccnc2)cc1)N1CCN(Cc2cccc([Br:1])c2)CC1
552,[*]C1=CC=C(C=C1)CNC2=C(C=CC(=C2)C(=O)NO)OC,*c1ccccc1,COc1ccc(C(=O)NO)cc1NCc1ccc([Br:1])cc1
553,[*]C1=CC=C(C=C1)C2=CSC(=N2)N3CC(OC(C3)C)C,*c1ccccc1,CC1CN(c2nc(-c3ccc([Br:1])cc3)cs2)CC(C)O1
554,[*]NC(=O)C1=CC2=C(N1)C(=O)N(C=C2C3=C(C=CC(=C3)C(=C)C)OC4=CC=CC=C4)C,*NC=O,C=C(C)c1ccc(Oc2ccccc2)c(-c2cn(C)c(=O)c3[nH]c(C(=O)[OH:1])cc23)c1
555,[*]N1C2=CC=CC(=C2C(=N1)N)C3=CC=C(C=C3)NC(=O)NC4=C(C=CC(=C4)C)F,*n1ncc2ccccc21,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4c3c(N)n[n:1]4)cc2)c1
556,[*]N1CCC(CC1)NC(=O)C2=C(C=NN2)NC(=O)C3=C(C=CC=C3Cl)Cl,*N1CCCCC1,O=C(NC1CC[NH:1]CC1)c1[nH]ncc1NC(=O)c1c(Cl)cccc1Cl
557,[*]C1=NC=C(C=C1)C2=CC3=C(NC=C3C(=O)C4=C(C=CC(=C4F)NS(=O)(=O)N(C)CC)F)N=C2,*c1ccccn1,CCN(C)S(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc([Br:1])nc4)cc23)c1F
558,[*]C(=O)CC/C(=C/CC1=C(C(=C2COC(=O)C2=C1O)C)OC)/C,*C(C)=O,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)[OH:1])C(=O)OC2
559,[*]N1C(C2=C(C=CC(=C2)C3=C(ON=C3C)C)N(C1=O)C)C4=CC=CC=C4,*N,Cc1noc(C)c1-c1ccc2c(c1)C(c1ccccc1)[NH:1]C(=O)N2C
560,[*]N1CCC[C@H](C1)C2=CC=C(C=C2)N3C=C4C=CC=C(C4=N3)C(=O)N,*N1CCCCC1,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCC[NH:1]C4)cc3)nc12
561,[*]OC1=CC=C(C=C1)N2C(=S)N(C(=O)C2(C)C)C3=CC(=C(N=C3)C#N)C(F)(F)F,*O,CC1(C)C(=O)N(c2cnc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc([OH:1])cc1
562,[*]C1=CC=C(C=C1)C2=CN(C3=NC(=NC=C23)N[C@@H](CC(F)(F)F)C)[C@H]4CC[C@@H](CC4)O,*c1ccccc1,C[C@H](CC(F)(F)F)Nc1ncc2c(-c3ccc([Br:1])cc3)cn([C@H]3CC[C@H](O)CC3)c2n1
563,[*]OC1=CC=C(C=C1)C2=CC(=NC(=N2)S(=O)(=O)C)NCCCN3C=CC=N3,*O,CS(=O)(=O)c1nc(NCCCn2cccn2)cc(-c2ccc([OH:1])cc2)n1
564,[*]=C1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=C3C=CC(=C4)O)C,*=C1CCC2CCCCC12,
565,[*]/C=C(\C#N)/C(=O)NC1=CC(=C(C=C1N(C)CCN(C)C)OC)NC2=NC=CC(=N2)C3=CN(C4=CC=CC=C43)C,*C,COc1cc(N(C)CCN(C)C)c(NC(=O)C(C#N)=C[Br:1])cc1Nc1nccc(-c2cn(C)c3ccccc23)n1
566,[*]C1=CC=C(C=C1)C2=CSC(=N2)N3CC4(C3)COC4,*c1ccccc1,[Br:1]c1ccc(-c2csc(N3CC4(COC4)C3)n2)cc1
567,[*]N1CC[C@H]2CC[C@H](N2C(=O)[C@H](C1)NC(=O)C3=CC4=C(N3)C=CC(=C4)C(F)(F)P(=O)(O)O)C(=O)N[C@@H](CCC(=O)N)C(=O)NC(C5=CC=CC=C5)C6=CC=CC=C6,*N,NC(=O)CC[C@H](NC(=O)[C@@H]1CC[C@@H]2CC[NH:1]C[C@H](NC(=O)c3cc4cc(C(F)(F)P(=O)(O)O)ccc4[nH]3)C(=O)N21)C(=O)NC(c1ccccc1)c1ccccc1
568,[*]C(=O)C1=C(SC2=C1C=CC(=C2)O)C3=CC=C(C=C3)O,*C,O=C([Br:1])c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
569,[*]C1=CN=C(C=N1)C(=O)N[C@@H](C2CCCCC2)C(=O)N[C@H](C(=O)N3C[C@@H]4CCC[C@@H]4[C@H]3C(=O)N[C@@H](CCC)C(=O)C(=O)NC5CC5)C(C)(C)C,*c1cnccn1,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnc([Br:1])cn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1
570,[*]C1=CC=C(C=C1)[C@@H]2C[C@@H](CN(C2)C)NC3=C(C(=O)N(N=C3)C)Br,*c1ccccc1,CN1C[C@@H](Nc2cnn(C)c(=O)c2[Br:1])C[C@@H](c2ccc([Br:1])cc2)C1
571,[*]N[C@H]1C[C@H](CC(C1)C2=C(C=NC=C2)NC(=O)C3=NC(=C(C=C3)F)C4=C(C=CC=C4F)F)C,*N,C[C@H]1CC(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H]([NH2:1])C1
572,[*]C1=CC=C(C=C1)S(=O)(=O)CC(C)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,*c1ccccc1,CC(O)(CS(=O)(=O)c1ccc([Br:1])cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1
573,[*]N1C=C(N=N1)C(=O)N2CCN(CC2)CC3=CC=C(C=C3)C4=CC(=C(C(=C4)N(CC)C5CCOCC5)C)C(=O)NCC6=C(C=C(NC6=O)C)C,*n1ccnn1,CCN(c1cc(-c2ccc(CN3CCN(C(=O)c4c[n:1]nn4)CC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1
574,[*]OC1=C(C=CC(=C1)NC(=O)[C@@H]([C@H]2CC[C@H](CC2)C3=C4C(=NC=C3)C=CC(=C4)F)C)Cl,*O,C[C@@H](C(=O)Nc1ccc(Cl)c([OH:1])c1)[C@H]1CC[C@@H](c2ccnc3ccc(F)cc32)CC1
575,[*]N1CCN(CC1)C2=NC=NC3=C2C(=CN3)C4=CC=CC(=C4)C#N,*N1CCNCC1,N#Cc1cccc(-c2c[nH]c3ncnc(N4CC[NH:1]CC4)c23)c1
576,[*]N(C1=CC=C(C=C1)C2=NC=CS2)C(=O)[C@@H]3CCCN3C(=O)[C@H](C(C)(C)C)NC(=O)C4=CC5=C(S4)C=CC(=C5)C(F)(F)P(=O)(O)O,*NC=O,CC(C)(C)[C@H](NC(=O)c1cc2cc(C(F)(F)P(=O)(O)O)ccc2s1)C(=O)N1CCC[C@H]1C(=O)[OH:1]
577,[*]C1=CC=C(C=C1)NC2=NC=C(C(=N2)NCCCN(C)C(=O)C3CCC3)Br,*c1ccccc1,CN(CCCNc1nc(Nc2ccc([Br:1])cc2)ncc1[Br:1])C(=O)C1CCC1
578,[*]C1=CC=C(C=C1)C2=CN=C(N3C2=NN=C3)NCC4=CC=CO4,*c1ccccc1,[Br:1]c1ccc(-c2cnc(NCc3ccco3)n3cnnc23)cc1
579,[*]C1=CC=C(C=C1)[C@H]2[C@H](CCC3=C2C=CC(=C3)O)C4=CC=CC=C4,*c1ccccc1,Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc([Br:1])cc1
580,[*]OC1=C(C=C(C=C1F)C2=CN(C(=O)C3=C2C=CN=C3)CCCC)F,*O,CCCCn1cc(-c2cc(F)c([OH:1])c(F)c2)c2ccncc2c1=O
581,[*][C@@H]1CCN([C@H](C1)C)C2=CC(=C(C=C2)NC(=O)C3=CC=CC(=N3)C4=CC=NN4)OC,*C1CCNCC1,COc1cc(N2CC[C@@H]([Br:1])C[C@@H]2C)ccc1NC(=O)c1cccc(-c2ccn[nH]2)n1
582,[*]C1=CC(=C(C=C1)F)C2=CC(=C(C=C2)N3C[C@H](N([C@H](C3)C)C)C)NC(=O)C4=CNC(=O)C=C4C(F)(F)F,*c1ccccc1,C[C@@H]1CN(c2ccc(-c3cc([Br:1])ccc3F)cc2NC(=O)c2c[nH]c(=O)cc2C(F)(F)F)C[C@H](C)N1C
583,[*]C(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]3CCNC3=O)C=O)C2(C)C)C(C)(C)C,*C,CC(C)([Br:1])NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O)C2(C)C)C(C)(C)C
584,[*]C1=CC(=C(C=N1)C(=O)NC)NC2=CC=CC(=C2OC)C3=NN(C=N3)C,*c1ccccn1,CNC(=O)c1cnc([Br:1])cc1Nc1cccc(-c2ncn(C)n2)c1OC
585,[*]OC1=CC(=CC=C1)O[C@H]2C[C@H](N(C2)C(=O)[C@H](C3CCCCC3)NC(=O)[C@H](C)N(C)C(=O)C)C(=O)N[C@@H]4CCCC5=CC=CC=C45,*O,CC(=O)N(C)[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@@H](Oc2cccc([OH:1])c2)C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C1CCCCC1
586,[*]NC(=O)C[C@@H]1C[C@H]([C@@H](CN1)NC(=O)C2=CC(=C(O2)Cl)C3=C(C=NN3C)Cl)C4=CC(=CC=C4)F,*NC=O,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@@H]2CN[C@H](CC(=O)[OH:1])C[C@H]2c2cccc(F)c2)oc1Cl
587,[*]N1CCN(CC12CC2)C3=CC(=NN=C3N)C4=CC=CC=C4O,*N1CCNCC12CC2,Nc1nnc(-c2ccccc2O)cc1N1CC[NH:1]C2(CC2)C1
588,[*]N1CCN(CC1)C2=CC=C(C=C2)NC3=CC(=NC=N3)N(C)C(=O)NC4=C(C(=CC(=C4Cl)OC)OC)Cl,*N1CCNCC1,COc1cc(OC)c(Cl)c(NC(=O)N(C)c2cc(Nc3ccc(N4CC[NH:1]CC4)cc3)ncn2)c1Cl
589,[*]N1C2=NC=NC(=C2C(=N1)C3=CC=C(C=C3)Cl)N,*n1ncc2cncnc21,Nc1ncnc2c1c(-c1ccc(Cl)cc1)n[n:1]2
590,[*]C1=CC=C(C=C1)C2=CN(C3=NC(=NC=C23)NCCC(F)(F)F)[C@H]4CC[C@@H](CC4)O,*c1ccccc1,O[C@H]1CC[C@H](n2cc(-c3ccc([Br:1])cc3)c3cnc(NCCC(F)(F)F)nc32)CC1
591,[*]N1CCC2=C(C1)C=C(C=C2)NC3=C(C(=O)N(N=C3)C)Cl,*N,Cn1ncc(Nc2ccc3c(c2)C[NH:1]CC3)c(Cl)c1=O
592,[*]C(=O)C1=CC(=C(C=C1)N2C3=CC(=C(C=C3C(=NC2=O)N4CCN(C[C@@H]4C)C(=O)C=C)Cl)C5=CC=CC=C5Cl)C(C)C,*C,C=CC(=O)N1CCN(c2nc(=O)n(-c3ccc(C(=O)[Br:1])cc3C(C)C)c3cc(-c4ccccc4Cl)c(Cl)cc23)[C@@H](C)C1
593,[*]N1CCN([C@H](C1)C)C2=CN=C(C=C2)NC3=CC(=CN(C3=O)C)C4=C(C(=NC=C4)N5CCN6C7=C(CC(C7)(C)C)C=C6C5=O)CO,*N1CCNCC1,C[C@H]1C[NH:1]CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1
594,[*]C1=CC(=CC=C1)C2=CC(=C(C=C2)N3CCN(CC3)C)NC(=O)C4=CNC(=O)C=C4C(F)(F)F,*c1ccccc1,CN1CCN(c2ccc(-c3cccc([Br:1])c3)cc2NC(=O)c2c[nH]c(=O)cc2C(F)(F)F)CC1
595,[*]NC1=CC=C(C=C1)C2=CC(=NN2)C3=CC(=CC=C3)Br,*N,Brc1cccc(-c2cc(-c3ccc([NH2:1])cc3)[nH]n2)c1
596,[*]NC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=NN3C4=CC5=C(C=C4)N=CC=C5)C(C)(C)C)F,*NC=O,CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc(C(=O)[OH:1])c3)cc2F)n(-c2ccc3ncccc3c2)n1
597,[*]C1=CC=CC=C1CN2CCN(CC2)S(=O)(=O)C3=CC=C(C=C3)NC(=S)NCC4=CN=CC=C4,*c1ccccc1,O=S(=O)(c1ccc(NC(=S)NCc2cccnc2)cc1)N1CCN(Cc2ccccc2[Br:1])CC1
598,[*]C(=O)CC[C@@H](C(=O)OC)NC(=O)C1=CC=C(C=C1)N(C)CC2=CN=C3C(=N2)C(=NC(=N3)N)N,*C(C)=O,COC(=O)[C@H](CCC(=O)[OH:1])NC(=O)c1ccc(N(C)Cc2cnc3nc(N)nc(N)c3n2)cc1
