protac,warhead,linker_id,e3_ligand
CN(C1=NC=CN=C1CNC1=NC(NC2=CC=C(C(=O)NCC3=CN(CCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=N3)C=C2)=NC=C1C(F)(F)F)S(C)(=O)=O,[R1]NC(=O)C1=CC=C(C=C1)NC2=NC=C(C(=N2)NCC3=NC=CN=C3N(C)S(=O)(=O)C)C(F)(F)F,211,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CN(C1=NC=CN=C1CNC1=NC(NC2=CC=C(NC(=O)C3=CN(CCOCCOCCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=N3)C=C2)=NC=C1C(F)(F)F)S(C)(=O)=O,[R1]C1=CC=C(C=C1)NC2=NC=C(C(=N2)NCC3=NC=CN=C3N(C)S(=O)(=O)C)C(F)(F)F,881,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CN(C1=NC=CC=C1CNC1=NC(NC2=CC=C(NC(=O)C3=CN(CCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=N3)C=C2)=NC=C1C(F)(F)F)S(C)(=O)=O,[R1]C1=CC=C(C=C1)NC2=NC=C(C(=N2)NCC3=C(N=CC=C3)N(C)S(=O)(=O)C)C(F)(F)F,880,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CN(C1=NC=CC=C1CNC1=NC(NC2=CC=C(NC(=O)C3=CN(CCOCCOCCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=N3)C=C2)=NC=C1C(F)(F)F)S(C)(=O)=O,[R1]C1=CC=C(C=C1)NC2=NC=C(C(=N2)NCC3=C(N=CC=C3)N(C)S(=O)(=O)C)C(F)(F)F,881,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CN(C1=NC=CC=C1CNC1=NC(NC2=CC=C(NC(=O)C3=CN(CCOCCOCCOCCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=N3)C=C2)=NC=C1C(F)(F)F)S(C)(=O)=O,[R1]C1=CC=C(C=C1)NC2=NC=C(C(=N2)NCC3=C(N=CC=C3)N(C)S(=O)(=O)C)C(F)(F)F,882,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CN(C1=NC=CC=C1CNC1=NC(NC2=CC=C(NC(=O)C3=CN(CCOCCOCCCC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=N3)C=C2)=NC=C1C(F)(F)F)S(C)(=O)=O,[R1]C1=CC=C(C=C1)NC2=NC=C(C(=N2)NCC3=C(N=CC=C3)N(C)S(=O)(=O)C)C(F)(F)F,887,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CN(C1=NC=CC=C1CNC1=NC(NC2=CC=C(NC(=O)C3=CN(CCCCCCCCCC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=N3)C=C2)=NC=C1C(F)(F)F)S(C)(=O)=O,[R1]C1=CC=C(C=C1)NC2=NC=C(C(=N2)NCC3=C(N=CC=C3)N(C)S(=O)(=O)C)C(F)(F)F,889,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CCCCCCCCCCCCCC(=S)NCCCC[C@H](NC(=O)CCOCCOCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)C(=O)NC1=CC=CC=C1,[R1]C(=O)N[C@@H](CCCCNC(=S)CCCCCCCCCCCCC)C(=O)NC1=CC=CC=C1,1,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
O=C(CCCCCCNC(=O)C1=CC=C(NC(=O)COCCOCCNC(=O)COC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)C=C1)NO,[R1]C1=CC=C(C=C1)C(=O)NCCCCCCC(=O)NO,895,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(N4CCN(C(=O)CCCCCOCCCCCCOCCCCCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)C=N3)N=C2N(C2CCCC2)C1=O,[R1]N1CCN(CC1)C2=CN=C(C=C2)NC3=NC=C4C(=C(C(=O)N(C4=N3)C5CCCC5)C(=O)C)C,985,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(N4CCN(C(=O)CCCCCOCCCCOCCCCOCCCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)C=N3)N=C2N(C2CCCC2)C1=O,[R1]N1CCN(CC1)C2=CN=C(C=C2)NC3=NC=C4C(=C(C(=O)N(C4=N3)C5CCCC5)C(=O)C)C,986,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(N4CCN(CCCCCCCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC5=CC=C(C6=C(C)N=CS6)C=C5)C(C)(C)C)CC4)C=N3)N=C2N(C2CCCC2)C1=O,[R1]N1CCN(CC1)C2=CN=C(C=C2)NC3=NC=C4C(=C(C(=O)N(C4=N3)C5CCCC5)C(=O)C)C,27,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(N4CCN(CCOCCOCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC5=CC=C(C6=C(C)N=CS6)C=C5)C(C)(C)C)CC4)C=N3)N=C2N(C2CCCC2)C1=O,[R1]N1CCN(CC1)C2=CN=C(C=C2)NC3=NC=C4C(=C(C(=O)N(C4=N3)C5CCCC5)C(=O)C)C,1,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(N4CCN(CCCCCCOCCCCCOCCCCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC5=CC=C(C6=C(C)N=CS6)C=C5)C(C)(C)C)CC4)C=N3)N=C2N(C2CCCC2)C1=O,[R1]N1CCN(CC1)C2=CN=C(C=C2)NC3=NC=C4C(=C(C(=O)N(C4=N3)C5CCCC5)C(=O)C)C,72,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
COC1=CC(NC2=NC=C3CN=C(C4=C(F)C=CC=C4OC)C4=CC(Cl)=CC=C4C3=N2)=CC=C1C(=O)NCCOCCNC(=O)COC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,[R1]NC(=O)C1=C(C=C(C=C1)NC2=NC=C3CN=C(C4=C(C3=N2)C=CC(=C4)Cl)C5=C(C=CC=C5F)OC)OC,972,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CC(C)(C)C1=NC(C2=CC=CC(NS(=O)(=O)C3=C(F)C=CC=C3F)=C2F)=C(C2=CC=NC(NCCCNC(=O)CCOCCOCCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)=N2)S1,[R1]NC1=NC=CC(=N1)C2=C(N=C(S2)C(C)(C)C)C3=C(C(=CC=C3)NS(=O)(=O)C4=C(C=CC=C4F)F)F,994,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CC(C)(C)C1=NC(C2=CC=CC(NS(=O)(=O)C3=C(F)C=CC=C3F)=C2F)=C(C2=CC=NC(NCCCNC(=O)CCOCCOCCOCCOCCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)=N2)S1,[R1]NC1=NC=CC(=N1)C2=C(N=C(S2)C(C)(C)C)C3=C(C(=CC=C3)NS(=O)(=O)C4=C(C=CC=C4F)F)F,996,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CC(C)(C)C1=NC(C2=CC=CC(NS(=O)(=O)C3=C(F)C=CC=C3F)=C2F)=C(C2=CC=NC(NCCCNC(=O)CCOCCOCCOCCOCCOCCNC(=O)CCOCCOCCOCCOCCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)=N2)S1,[R1]NC1=NC=CC(=N1)C2=C(N=C(S2)C(C)(C)C)C3=C(C(=CC=C3)NS(=O)(=O)C4=C(C=CC=C4F)F)F,998,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CCCS(=O)(=O)NC1=CC=C(F)C(N2C=C(C3=CN=CN=C3)C3=NC(N(C)C4CCN(CC5CN(C(=O)CCOCCOCCOCCNC6=CC=CC7=C6C(=O)N(C6CCC(=O)NC6=O)C7=O)C5)CC4)=CC=C32)=C1F,[R1]N1CCC(CC1)N(C)C2=NC3=C(C=C2)N(C=C3C4=CN=CN=C4)C5=C(C=CC(=C5F)NS(=O)(=O)CCC)F,1002,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CCCS(=O)(=O)NC1=CC=C(F)C(N2C=C(C3=CN=CN=C3)C3=NC(N(C)C4CCN(CCCCCCCCCC(=O)N5CCN(C6=CC=CC7=C6C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)CC4)=CC=C32)=C1F,[R1]N1CCC(CC1)N(C)C2=NC3=C(C=C2)N(C=C3C4=CN=CN=C4)C5=C(C=CC(=C5F)NS(=O)(=O)CCC)F,1004,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CCCS(=O)(=O)NC1=CC=C(F)C(N2C=C(C3=CN=CN=C3)C3=NC(N(C)C4CCN(C(=O)CCOCCOCCOCCOCC#CC5=CC=CC6=C5CN(C5CCC(=O)NC5=O)C6=O)CC4)=CC=C32)=C1F,[R1]N1CCC(CC1)N(C)C2=NC3=C(C=C2)N(C=C3C4=CN=CN=C4)C5=C(C=CC(=C5F)NS(=O)(=O)CCC)F,1007,[R2]C1=C2CN(C(=O)C2=CC=C1)C3CCC(=O)NC3=O
CN(C/C=C/C(=O)N1CCC[C@@H](N2N=C(C3=CC=C(OC4=CC=CC=C4)C=C3)C3=C(N)N=CN=C32)C1)CCCNC(=O)CNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,[R1]/C=C/C(=O)N1CCC[C@H](C1)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N,1023,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CCCNC1=NC(NC2=CC=C(C#N)C=C2)=NC=C1C#CCCCNC(=O)[C@H](C)N(C)C(=O)/C=C/CN(C)CCCNC(=O)CCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,[R1]N(C)C/C=C/C(=O)N(C)[C@@H](C)C(=O)NCCCC#CC1=CN=C(N=C1NCCC)NC2=CC=C(C=C2)C#N,1031,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CCCNC1=NC(NC2=CC=C(C#N)C=C2)=NC=C1C#CCCCNC(=O)[C@H](C)N(C)C(=O)CCCN(C)CCCNC(=O)CCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,[R1]N(C)CCCC(=O)N(C)[C@@H](C)C(=O)NCCCC#CC1=CN=C(N=C1NCCC)NC2=CC=C(C=C2)C#N,1031,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CCNC1=NC(NC2=CC(F)=C(C(=O)NCC3CCN(C(=O)NC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)C=C2OC)=NC=C1C(F)(F)F,[R1]NC(=O)C1=CC(=C(C=C1F)NC2=NC=C(C(=N2)NCC)C(F)(F)F)OC,1039,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CCNC1=NC(NC2=CC(F)=C(C(=O)NCCCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C=C2OC)=NC=C1C(F)(F)F,[R1]NC(=O)C1=CC(=C(C=C1F)NC2=NC=C(C(=N2)NCC)C(F)(F)F)OC,23,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
C[C@@H]1CC2=C([NH]C3=CC=CC=C23)[C@@H](C2=CN=C(N3CCC(OCCN4CCN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)CC6=C5)CC4)CC3)N=C2)N1CC(C)(C)F,[R1]C1=NC=C(C=N1)[C@@H]2C3=C(C[C@H](N2CC(C)(C)F)C)C4=CC=CC=C4N3,1044,[R2]C1=CC2=C(C=C1)C(=O)N(C2)C3CCC(=O)NC3=O
C[C@@H]1CC2=C([NH]C3=CC=CC=C23)[C@@H](C2=CN=C(N3CCC4(CCN(CCC5CCN(C6=CC=C7C(=O)N(C8CCC(=O)NC8=O)CC7=C6)CC5)CC4)CC3)N=C2)N1CC(C)(C)F,[R1]C1=NC=C(C=N1)[C@@H]2C3=C(C[C@H](N2CC(C)(C)F)C)C4=CC=CC=C4N3,1047,[R2]C1=CC2=C(C=C1)C(=O)N(C2)C3CCC(=O)NC3=O
O=C(COC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCCCCCCN1CCC2=CC(NC3=NC=C(C4CC4)C(NCCCNC(=O)C4CCC4)=N3)=CC=C2C1,[R1]N1CCC2=C(C1)C=CC(=C2)NC3=NC=C(C(=N3)NCCCNC(=O)C4CCC4)C5CC5,1060,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
O=C(CNC(=O)C1=CC=CC(C2=CC(NC3=CC=C(OC(F)(F)F)C=C3)=NC=N2)=C1)NCCCOCCOCCOCCCNC(=O)COC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,[R1]NC(=O)C1=CC=CC(=C1)C2=CC(=NC=N2)NC3=CC=C(C=C3)OC(F)(F)F,593,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1=CC=C(NC(=O)C2=CC=CC(C(F)(F)F)=C2)C=C1N1CC2=CN=C(NC3=CC=C(N4CCN(CC5=CN(CCCCCOC6=CC=CC7=C6C(=O)N(C6CCC(=O)NC6=O)C7=O)N=N5)CC4)N=C3)N=C2N(C)C1=O,[R1]C1=NC=C(C=C1)NC2=NC=C3CN(C(=O)N(C3=N2)C)C4=C(C=CC(=C4)NC(=O)C5=CC(=CC=C5)C(F)(F)F)C,1061,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1=CC=C(NC(=O)C2=CC=CC(C(F)(F)F)=C2)C=C1N1CC2=CN=C(NC3=CC=C(N4CCN(CCCCCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)N[C@@H](C)C5=CC=C(C6=C(C)N=CS6)C=C5)C(C)(C)C)CC4)N=C3)N=C2N(C)C1=O,[R1]C1=NC=C(C=C1)NC2=NC=C3CN(C(=O)N(C3=N2)C)C4=C(C=CC(=C4)NC(=O)C5=CC(=CC=C5)C(F)(F)F)C,1066,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C1=NC(C(=O)C2=CC=CC(OCCCCCN3C=C(CN4CCN(C5=CC=C(NC6=NC=C7CN(C8=CC(NC(=O)C9=CC=CC(C(F)(F)F)=C9)=CC=C8C)C(=O)N(C)C7=N6)C=N5)CC4)N=N3)=C2)=CS1)C1CCCCC1,[R1]C1=NC=C(C=C1)NC2=NC=C3CN(C(=O)N(C3=N2)C)C4=C(C=CC(=C4)NC(=O)C5=CC(=CC=C5)C(F)(F)F)C,1067,[R2]OC1=CC=CC(=C1)C(=O)C2=CSC(=N2)[C@@H]3CCCN3C(=O)[C@H](C4CCCCC4)NC(=O)[C@H](C)NC
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCNC3=NC=CC(C4=C(C5=CC=CC(NS(=O)(=O)C6=C(F)C=CC=C6F)=C5F)N=C(C(C)(C)C)S4)=N3)C(C)(C)C)C=C2)SC=N1,[R1]NC1=NC=CC(=N1)C2=C(N=C(S2)C(C)(C)C)C3=C(C(=CC=C3)NS(=O)(=O)C4=C(C=CC=C4F)F)F,11,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCNC(=O)C3=CC=C(NC(=O)C4(C(=O)NC5=CC(F)=C(OC6=CC=NC(C7=CN(C)N=C7)=C6)C=C5F)CC4)C=C3)C(C)(C)C)C=C2)SC=N1,[R1]C1=CC=C(C=C1)NC(=O)C2(CC2)C(=O)NC3=CC(=C(C=C3F)OC4=CC(=NC=C4)C5=CN(N=C5)C)F,238,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCCNC[C@@H](C(=O)N3CCN(C4=NC=NC5=C4[C@H](C)CC5)CC3)C3=CC=C(Cl)C=C3)C(C)(C)C)C=C2)SC=N1,[R1]NC[C@H](C1=CC=C(C=C1)Cl)C(=O)N2CCN(CC2)C3=NC=NC4=C3[C@@H](CC4)C,145,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCNC[C@H](CC3=CC=CC(F)=C3)NC(=O)C3=CC(C4=C(Cl)C=NN4C)=C(Cl)S3)C(C)(C)C)C=C2)SC=N1,[R1]NC[C@H](CC1=CC(=CC=C1)F)NC(=O)C2=CC(=C(S2)Cl)C3=C(C=NN3C)Cl,11,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CS(=O)(=O)C1=CC=C(C2=CC=CN3N=C(NC4=CC=CC(N5CCN(CCCCCCNC(=O)COC6=CC=CC7=C6C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)=C4)N=C23)C=C1,[R1]N1CCN(CC1)C2=CC=CC(=C2)NC3=NN4C=CC=C(C4=N3)C5=CC=C(C=C5)S(=O)(=O)C,342,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1=CN=C(NC2=CC=C(N3CCN(CCCCCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)N[C@@H](C)C4=CC=C(C5=C(C)N=CS5)C=C4)C(C)(C)C)CC3)C=C2)N=C1NC1=CC=CC(S(=O)(=O)NC(C)(C)C)=C1,[R1]N1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C(C(=N3)NC4=CC(=CC=C4)S(=O)(=O)NC(C)(C)C)C,26,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=CC=C(C(=O)NC2=CC=C(CN3CCN(CCOCCOCCNC(=O)CNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)C(C(F)(F)F)=C2)C=C1C#CC1=CN=C2C=CC=NN12,[R1]N1CCN(CC1)CC2=C(C=C(C=C2)NC(=O)C3=CC(=C(C=C3)C)C#CC4=CN=C5N4N=CC=C5)C(F)(F)F,290,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CC(C)(C)C1=NN(C2=CC=C3N=CC=CC3=C2)C(NC(=O)NC2=CC=C(OC3=CC=NC(C(=O)NCCOCCOCCNC(=O)CNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)=C3)C=C2F)=C1,[R1]NC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=NN3C4=CC5=C(C=C4)N=CC=C5)C(C)(C)C)F,290,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CN1C2=CC=CC=C2C(=O)NC2=CN=C(NC3=CC=C(N4CCN(C(=O)CCOCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)C=C3)N=C21,[R1]N1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C4C(=N3)N(C5=CC=CC=C5C(=O)N4)C,308,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CCC1=CC2=C(C=C1N1CCN(C(=O)CCCCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)CC1)C(C)(C)C1=C(C2=O)C2=CC=C(C#N)C=C2[NH]1,[R1]N1CCN(CC1)C2=CC3=C(C=C2CC)C(=O)C4=C(C3(C)C)NC5=C4C=CC(=C5)C#N,143,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CCC1=CC2=C(C=C1N1CCC(NC(=O)CCCCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)CC1)C(C)(C)C1=C(C2=O)C2=CC=C(C#N)C=C2[NH]1,[R1]C1CCN(CC1)C2=CC3=C(C=C2CC)C(=O)C4=C(C3(C)C)NC5=C4C=CC(=C5)C#N,1087,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CCC1=CC2=C(C=C1N1CCC(N3CCN(C(=O)CCCCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)CC1)C(C)(C)C1=C(C2=O)C2=CC=C(C#N)C=C2[NH]1,[R1]N1CCN(CC1)C2CCN(CC2)C3=CC4=C(C=C3CC)C(=O)C5=C(C4(C)C)NC6=C5C=CC(=C6)C#N,143,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CCC1=CC2=C(C=C1N1CCC(N3CCN(CCCCCC#CC4=CC=CC5=C4CN(C4CCC(=O)NC4=O)C5=O)CC3)CC1)C(C)(C)C1=C(C2=O)C2=CC=C(C#N)C=C2[NH]1,[R1]N1CCN(CC1)C2CCN(CC2)C3=CC4=C(C=C3CC)C(=O)C5=C(C4(C)C)NC6=C5C=CC(=C6)C#N,279,[R2]C1=C2CN(C(=O)C2=CC=C1)C3CCC(=O)NC3=O
C[C@@H]1OCC2(CCN(C3=CN=C(SC4=CC=CC(NC(=O)CCC(=O)NCCOCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)=C4Cl)C(N)=N3)CC2)[C@@H]1N,[R1]NC1=C(C(=CC=C1)SC2=NC=C(N=C2N)N3CCC4(CC3)CO[C@H]([C@H]4N)C)Cl,1089,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
C[C@@H]1CCC2(CCN(C3=CN=C(SC4=CC=CC(NC(=O)CCC(=O)NCCCCCCCCCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)=C4Cl)C(N)=N3)CC2)[C@@H]1N,[R1]NC1=C(C(=CC=C1)SC2=NC=C(N=C2N)N3CCC4(CC3)CO[C@H]([C@H]4N)C)Cl,725,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
C[C@@H]1CCC2(CCN(C3=CN=C(SC4=CC=CC(NC(=O)CCC(=O)NCCCCCCCCCCCCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)=C4Cl)C(N)=N3)CC2)[C@@H]1N,[R1]NC1=C(C(=CC=C1)SC2=NC=C(N=C2N)N3CCC4(CC3)CO[C@H]([C@H]4N)C)Cl,1098,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1(C)[C@H](NC(=O)C2=CC=C(NCCCNC3=CC=C4C(=O)N(C5CCC(=O)NC5=O)C(=O)C4=C3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,196,[R2]NC1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1(C)[C@H](NC(=O)C2=CC=C(NCCCCCCNC3=CC=C4C(=O)N(C5CCC(=O)NC5=O)C(=O)C4=C3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,173,[R2]NC1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(CCNC4=CC=C5C(=O)N(C6CCC(=O)NC6=O)C(=O)C5=C4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,1111,[R2]NC1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(CCCCCNC4=CC=C5C(=O)N(C6CCC(=O)NC6=O)C(=O)C5=C4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,1066,[R2]NC1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(CCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,1111,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
