protac,warhead,linker_id,e3_ligand
COC1=CC2=C(OC[C@@H]3CCC(=O)N3)N=CC(C#CCCCCCCCCCCOC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)=C2C=C1C(N)=O,[R1]C1=CN=C(C2=CC(=C(C=C12)C(=O)N)OC)OC[C@@H]3CCC(=O)N3,396,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CC[C@@H]1C(=O)N(C)C2=CN=C(NC3=CC=C(C(=O)NCCOCCOCCOCCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C=C3OC)N=C2N1C1CCCC1,[R1]NC(=O)C1=CC(=C(C=C1)NC2=NC=C3C(=N2)N([C@@H](C(=O)N3C)CC)C4CCCC4)OC,12,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOC3=CC=C(/C=N/NC(=O)C4=CC=C(C(=O)C5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)C=C4)C=C3)C(C)(C)C)C=C2)SC=N1,[R1]C1=CC=C(C=C1)C(=O)C2=C(SC3=C2C=CC(=C3)O)C4=CC=C(C=C4)O,409,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
O=C(CCCOC1=CC=C(/C=N/NC(=O)C2=CC=C(C(=O)C3=C(C4=CC=C(O)C=C4)SC4=CC(O)=CC=C34)C=C2)C=C1)NCC#CC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,[R1]C1=CC=C(C=C1)C(=O)C2=C(SC3=C2C=CC(=C3)O)C4=CC=C(C=C4)O,414,[R2]C1=C2CN(C(=O)C2=CC=C1)C3CCC(=O)NC3=O
O=C(COCCOCCOCCOCCOC1=CC=C(/C=N/NC(=O)C2=CC=C(C(=O)C3=C(C4=CC=C(O)C=C4)SC4=CC(O)=CC=C34)C=C2)C=C1)NCC#CC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,[R1]C1=CC=C(C=C1)C(=O)C2=C(SC3=C2C=CC(=C3)O)C4=CC=C(C=C4)O,422,[R2]C1=C2CN(C(=O)C2=CC=C1)C3CCC(=O)NC3=O
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCOC3=CC=C(/C=N/NC(=O)C4=CC=C(C5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)C=C4)C=C3)C(C)(C)C)C=C2)SC=N1,[R1]C1=CC=C(C=C1)C2=C(SC3=C2C=CC(=C3)O)C4=CC=C(C=C4)O,402,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCOC3=CC=C(/C=N/NC(=O)C4=CC=C(C5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)C=C4)C=C3)C(C)(C)C)C=C2)SC=N1,[R1]C1=CC=C(C=C1)C2=C(SC3=C2C=CC(=C3)O)C4=CC=C(C=C4)O,404,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOC3=CC=C(/C=N/NC(=O)C4=CC=C(C5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)C=C4)C=C3)C(C)(C)C)C=C2)SC=N1,[R1]C1=CC=C(C=C1)C2=C(SC3=C2C=CC(=C3)O)C4=CC=C(C=C4)O,410,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCCOC3=CC=C(/C=N/NC(=O)C4=CC=C(C5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)C=C4)C=C3)C(C)(C)C)C=C2)SC=N1,[R1]C1=CC=C(C=C1)C2=C(SC3=C2C=CC(=C3)O)C4=CC=C(C=C4)O,411,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCOC3=CC=C(/C=N/NC(=O)C4=CC=C(OC5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)C=C4)C=C3)C(C)(C)C)C=C2)SC=N1,[R1]C1=CC=C(C=C1)OC2=C(SC3=C2C=CC(=C3)O)C4=CC=C(C=C4)O,402,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCOC3=CC=C(/C=N/NC(=O)C4=CC=C(OC5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)C=C4)C=C3)C(C)(C)C)C=C2)SC=N1,[R1]C1=CC=C(C=C1)OC2=C(SC3=C2C=CC(=C3)O)C4=CC=C(C=C4)O,405,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCOC3=CC=C(/C=N/NC(=O)C4=CC=C(OC5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)C=C4)C=C3)C(C)(C)C)C=C2)SC=N1,[R1]C1=CC=C(C=C1)OC2=C(SC3=C2C=CC(=C3)O)C4=CC=C(C=C4)O,406,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCCOCCOC3=CC=C(/C=N/NC(=O)C4=CC=C(OC5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)C=C4)C=C3)C(C)(C)C)C=C2)SC=N1,[R1]C1=CC=C(C=C1)OC2=C(SC3=C2C=CC(=C3)O)C4=CC=C(C=C4)O,412,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COC3=CC=C(/C=N/NC(=O)C4=CC=CC(C(=O)C5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)=C4)C=C3)C(C)(C)C)C=C2)SC=N1,[R1]C1=CC(=CC=C1)C(=O)C2=C(SC3=C2C=CC(=C3)O)C4=CC=C(C=C4)O,401,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCOC3=CC=C(/C=N/NC(=O)C4=CC=CC(C(=O)C5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)=C4)C=C3)C(C)(C)C)C=C2)SC=N1,[R1]C1=CC(=CC=C1)C(=O)C2=C(SC3=C2C=CC(=C3)O)C4=CC=C(C=C4)O,404,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOC3=CC=C(/C=N/NC(=O)C4=CC=CC(C(=O)C5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)=C4)C=C3)C(C)(C)C)C=C2)SC=N1,[R1]C1=CC(=CC=C1)C(=O)C2=C(SC3=C2C=CC(=C3)O)C4=CC=C(C=C4)O,407,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCCOC3=CC=C(/C=N/NC(=O)C4=CC=CC(C(=O)C5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)=C4)C=C3)C(C)(C)C)C=C2)SC=N1,[R1]C1=CC(=CC=C1)C(=O)C2=C(SC3=C2C=CC(=C3)O)C4=CC=C(C=C4)O,411,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCCOCCOC3=CC=C(/C=N/NC(=O)C4=CC=CC(C(=O)C5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)=C4)C=C3)C(C)(C)C)C=C2)SC=N1,[R1]C1=CC(=CC=C1)C(=O)C2=C(SC3=C2C=CC(=C3)O)C4=CC=C(C=C4)O,412,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COC3=CC=C(/C=N/NC(=O)C4=CC=CC(OC5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)=C4)C=C3)C(C)(C)C)C=C2)SC=N1,[R1]C1=CC(=CC=C1)OC2=C(SC3=C2C=CC(=C3)O)C4=CC=C(C=C4)O,401,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCOC3=CC=C(/C=N/NC(=O)C4=CC=CC(OC5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)=C4)C=C3)C(C)(C)C)C=C2)SC=N1,[R1]C1=CC(=CC=C1)OC2=C(SC3=C2C=CC(=C3)O)C4=CC=C(C=C4)O,404,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOC3=CC=C(/C=N/NC(=O)C4=CC=CC(OC5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)=C4)C=C3)C(C)(C)C)C=C2)SC=N1,[R1]C1=CC(=CC=C1)OC2=C(SC3=C2C=CC(=C3)O)C4=CC=C(C=C4)O,408,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOC3=CC=C(/C=N/NC(=O)C4=CC=CC(OC5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)=C4)C=C3)C(C)(C)C)C=C2)SC=N1,[R1]C1=CC(=CC=C1)OC2=C(SC3=C2C=CC(=C3)O)C4=CC=C(C=C4)O,409,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCCOCCOC3=CC=C(/C=N/NC(=O)C4=CC=CC(OC5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)=C4)C=C3)C(C)(C)C)C=C2)SC=N1,[R1]C1=CC(=CC=C1)OC2=C(SC3=C2C=CC(=C3)O)C4=CC=C(C=C4)O,412,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCOC3=CC=C(CCNC(=O)C4=CC=C(C(=O)C5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)C=C4)C=C3)C(C)(C)C)C=C2)SC=N1,[R1]C1=CC=C(C=C1)C(=O)C2=C(SC3=C2C=CC(=C3)O)C4=CC=C(C=C4)O,437,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=CC=C(F)C(S(=O)(=O)NC2=CC=C(C3=NC(OC[C@H]4CN(CCOCCOCCOCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC5=CC=C(C6=C(C)N=CS6)C=C5)C(C)(C)C)CCO4)=C4C=N[NH]C4=N3)C=C2)=C1,[R1]N1CCO[C@H](C1)COC2=NC(=NC3=C2C=NN3)C4=CC=C(C=C4)NS(=O)(=O)C5=C(C=CC(=C5)C)F,9,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=CC=C(F)C(S(=O)(=O)NC2=CC=C(C3=NC(OC[C@H]4CN(CCOCCOCCOCC(=O)NCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CCO4)=C4C=N[NH]C4=N3)C=C2)=C1,[R1]N1CCO[C@H](C1)COC2=NC(=NC3=C2C=NN3)C4=CC=C(C=C4)NS(=O)(=O)C5=C(C=CC(=C5)C)F,440,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1=CC=C(F)C(S(=O)(=O)NC2=CC=C(C3=NC(OC[C@H]4CN(CCOCCOCCOCCOCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC5=CC=C(C6=C(C)N=CS6)C=C5)C(C)(C)C)CCO4)=C4C=N[NH]C4=N3)C=C2)=C1,[R1]N1CCO[C@H](C1)COC2=NC(=NC3=C2C=NN3)C4=CC=C(C=C4)NS(=O)(=O)C5=C(C=CC(=C5)C)F,2,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=CC=C(F)C(S(=O)(=O)NC2=CC=C(C3=NC(OC[C@H]4CN(CCCCCCOCCCCCCOCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC5=CC=C(C6=C(C)N=CS6)C=C5)C(C)(C)C)CCO4)=C4C=N[NH]C4=N3)C=C2)=C1,[R1]N1CCO[C@H](C1)COC2=NC(=NC3=C2C=NN3)C4=CC=C(C=C4)NS(=O)(=O)C5=C(C=CC(=C5)C)F,443,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCNC(=O)C3=CC=C(C4=CN=C(NCC5=CC=CO5)N5C=NN=C45)C=C3)C(C)(C)C)C=C2)SC=N1,[R1]C1=CC=C(C=C1)C2=CN=C(N3C2=NN=C3)NCC4=CC=CO4,446,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCNC(=O)C3=CC=C(C4=CN=C(NCC5=CC=CO5)N5C=NN=C45)C=C3)C(C)(C)C)C=C2)SC=N1,[R1]C1=CC=C(C=C1)C2=CN=C(N3C2=NN=C3)NCC4=CC=CO4,447,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCOCCOCCNC(=O)C3=CC=C(C4=CN=C(NCC5=CC=CO5)N5C=NN=C45)C=C3)C(C)(C)C)C=C2)SC=N1,[R1]C1=CC=C(C=C1)C2=CN=C(N3C2=NN=C3)NCC4=CC=CO4,346,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
C[C@@H]1C[C@@H](O)C2=NC=NC(N3CCN(C(=O)[C@H](CNCCCCCCCCCCC4=CC=CC5=C4CN(C4CCC(=O)NC4=O)C5=O)C4=CC=C(Cl)C=C4)CC3)=C21,[R1]NC[C@H](C1=CC=C(C=C1)Cl)C(=O)N2CCN(CC2)C3=NC=NC4=C3[C@@H](C[C@H]4O)C,40,[R2]C1=C2CN(C(=O)C2=CC=C1)C3CCC(=O)NC3=O
C=CC(=O)N1CCN(C2=NC(NCCC(=O)NCCOCCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)=NC3=C(F)C(C4=CC(O)=CC5=CC=CC=C45)=C(Cl)C=C23)CC1,[R1]C1=NC2=C(C(=C(C=C2C(=N1)N3CCN(CC3)C(=O)C=C)Cl)C4=CC(=CC5=CC=CC=C54)O)F,448,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
C=CC(=O)N1CCN(C2=NC(NCCC(=O)NCCOCCOCCOCCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)=NC3=C(F)C(C4=CC(O)=CC5=CC=CC=C45)=C(Cl)C=C23)CC1,[R1]C1=NC2=C(C(=C(C=C2C(=N1)N3CCN(CC3)C(=O)C=C)Cl)C4=CC(=CC5=CC=CC=C54)O)F,449,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
C=CC(=O)N1CCN(C2=NC(NCCCC3=CN(COCCOCCOCCC(=O)NC4=CC=CC5=C4CN(C4CCC(=O)NC4=O)C5=O)N=N3)=NC3=C(F)C(C4=CC(O)=CC5=CC=CC=C45)=C(Cl)C=C23)CC1,[R1]C1=NC2=C(C(=C(C=C2C(=N1)N3CCN(CC3)C(=O)C=C)Cl)C4=CC(=CC5=CC=CC=C54)O)F,450,[R2]NC1=CC=CC2=C1CN(C2=O)C3CCC(=O)NC3=O
C=CC(=O)N1CCN(C2=NC(NCCOCCOCCOCCOCCOC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)=NC3=C(F)C(C4=CC(O)=CC5=CC=CC=C45)=C(Cl)C=C23)CC1,[R1]C1=NC2=C(C(=C(C=C2C(=N1)N3CCN(CC3)C(=O)C=C)Cl)C4=CC(=CC5=CC=CC=C54)O)F,453,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
C=CC(=O)N1CCN(C2=NC(NCCN3CCN(CCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)=NC3=C(F)C(C4=CC(O)=CC5=CC=CC=C45)=C(Cl)C=C23)CC1,[R1]C1=NC2=C(C(=C(C=C2C(=N1)N3CCN(CC3)C(=O)C=C)Cl)C4=CC(=CC5=CC=CC=C54)O)F,458,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
C=CC(=O)N1CCN(C2=NC(NCCCN3CCN(CCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)=NC3=C(F)C(C4=CC(O)=CC5=CC=CC=C45)=C(Cl)C=C23)CC1,[R1]C1=NC2=C(C(=C(C=C2C(=N1)N3CCN(CC3)C(=O)C=C)Cl)C4=CC(=CC5=CC=CC=C54)O)F,459,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
C=CC(=O)N1CCN(C2=NC(NCCOCCOCCNC3=CC=C4C(=O)N(C5CCC(=O)NC5=O)C(=O)C4=C3)=NC3=C(F)C(C4=CC(O)=CC5=CC=CC=C45)=C(Cl)C=C23)CC1,[R1]C1=NC2=C(C(=C(C=C2C(=N1)N3CCN(CC3)C(=O)C=C)Cl)C4=CC(=CC5=CC=CC=C54)O)F,116,[R2]NC1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
C=CC(=O)N1CCN(C2=NC(NCCCN3CCN(CCCNC4=CC=C5C(=O)N(C6CCC(=O)NC6=O)C(=O)C5=C4)CC3)=NC3=C(F)C(C4=CC(O)=CC5=CC=CC=C45)=C(Cl)C=C23)CC1,[R1]C1=NC2=C(C(=C(C=C2C(=N1)N3CCN(CC3)C(=O)C=C)Cl)C4=CC(=CC5=CC=CC=C54)O)F,459,[R2]NC1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOC3=CC=CC(C4=CC(NC5=CC=C(OC(F)(F)F)C=C5)=NC=N4)=C3)C(C)(C)C)C=C2)SC=N1,[R1]C1=CC(=CC=C1)C2=CC(=NC=N2)NC3=CC=C(C=C3)OC(F)(F)F,463,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCCCCOCC(=O)NCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C(C)(C)C)C=C2)SC=N1,[R1]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,469,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC(C)(C)S(=O)(=O)C1=CC2=C(NC3=CC=C4SC=NC4=C3)C=CN=C2C=C1OCCOCCOCCOCCOCC(=O)NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,[R1]OC1=CC2=NC=CC(=C2C=C1S(=O)(=O)C(C)(C)C)NC3=CC4=C(C=C3)SC=N4,6,[R2]NC1=CC=CC2=C1CN(C2=O)C3CCC(=O)NC3=O
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)C(C)(C)C)C=C2)SC=N1,[R1]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,492,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C(C)(C)C)C=C2)SC=N1,[R1]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,32,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCCCCNC(=O)CNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C(C)(C)C)C=C2)SC=N1,[R1]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,498,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)NCCOCCOCCOCC(=O)N1CCN(CC2=CC=C(C(=O)NC3=CC=C(C)C(NC4=NC=CC(C5=CC=CN=C5)=N4)=C3)C=C2)CC1)C(C1=CC=CC=C1)C1=CC=CC=C1)C1CCCCC1,[R1]N1CCN(CC1)CC2=CC=C(C=C2)C(=O)NC3=CC(=C(C=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,357,[R2]C(=O)[C@H](C(C1=CC=CC=C1)C2=CC=CC=C2)NC(=O)[C@@H]3CCCN3C(=O)[C@H](C4CCCCC4)NC(=O)[C@H](C)NC
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)NCCOCCOCCOCCNC(=O)C1=CC=CC(C2=CC(NC3=CC=C(OC(F)(F)F)C=C3)=NC=N2)=C1)C(C1=CC=CC=C1)C1=CC=CC=C1)C1CCCCC1,[R1]OCCNC(=O)C1=CC=CC(=C1)C2=CC(=NC=N2)NC3=CC=C(C=C3)OC(F)(F)F,500,[R2]C(=O)[C@H](C(C1=CC=CC=C1)C2=CC=CC=C2)NC(=O)[C@@H]3CCCN3C(=O)[C@H](C4CCCCC4)NC(=O)[C@H](C)NC
CC/C(=C(\C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C(=O)CCCCCCNC(=O)[C@H](CC(C)C)NC(=O)[C@@H](O)[C@H](N)CC2=CC=CC=C2)C=C1)C1=CC=CC=C1,[R1]N(C)CCOC1=CC=C(C=C1)/C(=C(/CC)\C2=CC=CC=C2)/C3=CC=C(C=C3)O,365,[R2]C(=O)[C@H](CC(C)C)NC(=O)[C@H]([C@@H](CC1=CC=CC=C1)N)O
